PM2.5,PM10,TEMP,PRES,DEWP,RAIN,WSPM,PM2.5*,PM10*,SO2*,NO2*,CO*,O3*,CO,O3,SO2,NO2
161,161,24.3,1002.4,22.6,0,0.9,145,145,2,43,1300,21,1400,22,2,48
177,177,25.1,1002.4,22.6,0,1.1,161,161,2,48,1400,22,1500,33,2,49
186,186,26.8,1001.9,23.3,0,1.3,177,177,2,49,1500,33,1500,47,2,48
182,182,27.7,1001.6,23.3,0,1.2,186,186,2,48,1500,47,1400,88,2,39
193,193,28.5,1000.7,22.7,0,1.3,182,182,2,39,1400,88,1300,121,2,31
205,205,29.4,999.8,22.9,0,2.3,193,193,2,31,1300,121,1300,153,2,28
201,201,29.1,999.3,23.1,0,2.2,205,205,2,28,1300,153,1200,168,2,23
178,178,29.6,998.8,22.6,0,2.6,201,201,2,23,1200,168,1100,160,2,21
166,166,29.3,998.7,22.5,0,1.6,178,178,2,21,1100,160,1100,158,2,24
177,177,29.1,998.4,22.8,0,1.4,166,166,2,24,1100,158,1200,151,2,22
186,186,28.9,999.3,22.9,0,1.8,177,177,2,22,1200,151,1300,141,2,26
123,158,25.9,1000.3,20,0,5.8,186,186,2,26,1300,141,1000,133,2,20
53,57,24.1,1000.4,20.2,0.3,3.9,123,158,2,20,1000,133,800,124,2,17
57,57,23.9,1001.1,20.2,0,1.1,53,57,2,17,800,124,800,112,2,19
60,60,23.6,1000.8,20.3,0,1.5,57,57,2,19,800,112,800,97,2,24
61,61,23.3,1000.8,20.1,0,1.6,60,60,2,24,800,97,700,92,2,25
52,52,22.7,1000.7,19.9,0,0.6,61,61,2,25,700,92,700,90,2,21
53,53,22.4,1000.3,20.1,0,0.5,52,52,2,21,700,90,700,57,2,23
58,58,22.3,999.8,20.2,0,0.8,53,53,2,23,700,57,600,45,2,30
67,67,21.6,999.9,20.4,0,1,58,58,2,30,600,45,700,38,2,40
76,76,21.3,1000,20.5,0,0.7,67,67,2,40,700,38,900,29,2,48
94,94,21.5,1000.4,20.8,0,1,76,76,2,48,900,29,900,22,2,46
99,99,22.8,1001,21.3,0,1.1,94,94,2,46,900,22,1000,24,2,52
98,98,23.9,1000.9,21,0,1,99,99,2,52,1000,24,1200,14,2,74
92,92,25,1000.8,20.7,0,1,98,98,2,74,1200,14,1100,32,2,67
86,86,25.9,1000.9,21.3,0,1,92,92,2,67,1100,32,1000,46,2,64
95,95,27.2,1000.4,20.8,0,1.1,86,86,2,64,1000,46,1100,63,2,68
88,88,28.6,999.9,20.6,0,1.1,95,95,2,68,1100,63,1000,102,2,49
82,82,29,999.5,20.4,0,1.7,88,88,2,49,1000,102,900,133,2,40
78,78,30.5,998.8,20.7,0,1.5,82,82,2,40,900,133,900,143,4,35
52,52,30.1,998.3,20.6,0,1.7,78,78,4,35,900,143,700,158,3,20
46,46,30.9,997.8,20.2,0,2.1,52,52,3,20,700,158,700,174,2,21
54,62,30,997.7,20.3,0,2.4,46,46,2,21,700,174,700,188,2,25
52,62,29.4,998.3,20.5,0,1.8,54,62,2,25,700,188,700,172,2,21
60,74,29.1,999,20.8,0,1.9,52,62,2,21,700,172,800,154,2,21
67,72,25.6,1000.9,19.5,0,3.4,60,74,2,21,800,154,800,140,2,19
13,34,22.4,1001.1,20.3,0.7,1.3,67,72,2,19,800,140,600,123,2,15
24,24,22.3,1001.2,20.8,1.2,1.3,13,34,2,15,600,123,700,88,2,29
27,27,21.7,1001.2,20.9,2.1,0.9,24,24,2,29,700,88,800,72,2,40
32,32,21.9,1001,21.2,0,0.6,27,27,2,40,800,72,800,60,2,41
37,37,21.7,1000.4,21,0.1,1.1,32,32,2,41,800,60,900,45,2,46
49,49,21.4,1000.4,20.7,0,0,37,37,2,46,900,45,1100,21,2,62
48,48,21.2,1000.2,20.7,0,0.8,49,49,2,62,1100,21,1000,16,2,66
52,52,21.3,1000.5,20.8,0,0.6,48,48,2,66,1000,16,1000,25,2,54
51,51,21.5,1000.9,21.2,0,0.9,52,52,2,54,1000,25,900,19,2,50
46,46,21.6,1000.8,21.3,0,1,51,51,2,50,900,19,700,28,2,40
46,46,22.8,1001.5,21.6,0,0.5,46,46,2,40,700,28,800,25,2,49
48,48,24.3,1001.6,20.8,0,0.9,46,46,2,49,800,25,900,31,2,53
45,45,24.8,1001.5,21.1,0,1,48,48,2,53,900,31,800,57,2,41
42,42,24.9,1001.5,21.4,0,1,45,45,2,41,800,57,800,57,2,48
45,45,25.3,1000.9,21.2,0,1.2,42,42,2,48,800,57,900,61,2,52
56,61,26.4,1000.4,21.4,0,1.1,45,45,2,52,900,61,1200,60,2,61
70,72,28.3,999.7,21.8,0,1.6,56,61,2,61,1200,60,1100,89,2,62
90,90,29.6,998.8,21.3,0,1.7,70,72,2,62,1100,89,1100,122,2,59
85,85,30.8,997.9,20.7,0,1,90,90,2,59,1100,122,1000,170,2,38
79,83,30.3,997.8,21.1,0,1.5,85,85,2,38,1000,170,900,197,2,28
90,90,30,997.9,21.7,0,4,79,83,2,28,900,197,900,182,2,28
56,56,29.5,997.8,21.2,0,1.5,90,90,2,28,900,182,800,151,2,26
43,53,28.9,997.8,21.1,0,1.1,56,56,2,26,800,151,900,90,2,51
34,64,27.5,998.2,22.7,0,0.6,43,53,2,51,900,90,800,64,2,61
38,75,25.6,999.1,20.8,0,1.1,34,64,2,61,800,64,1200,31,2,89
56,81,24.4,998.9,21.5,0,0.2,38,75,2,89,1200,31,1400,19,2,100
55,78,23.8,998.9,21.9,0,0.8,56,81,2,100,1400,19,1300,16,2,97
64,111,24.5,999,20.6,0,1.1,55,78,2,97,1300,16,1700,2,2,112
62,110,23.5,998.3,20.8,0,0.5,64,111,2,112,1700,2,1500,2,2,110
50,84,22.8,998,20.9,0,1.2,62,110,2,110,1500,2,1400,2,2,95
43,73,23.1,998,20.6,0,1.3,50,84,2,95,1400,2,900,2,2,84
50,72,22.8,998.1,21.1,0,0.9,43,73,2,84,900,2,700,23,2,69
52,67,22.5,998.1,21,0,0.3,50,72,2,69,700,23,1000,15,2,67
50,69,23,998,20.7,0,0.9,52,67,2,67,1000,15,900,6,2,71
48,64,24.1,998.3,21,0,1.3,50,69,2,71,900,6,900,20,2,64
49,73,24.3,998.5,21,0,1.1,48,64,2,64,900,20,1000,28,2,62
84,105,25.2,998.5,21.7,0,0.8,49,73,2,62,1000,28,1200,35,2,58
98,115,25.9,998.5,22,0,0.9,84,105,2,58,1200,35,1300,46,2,60
119,125,27.2,998.2,22.4,0,1,98,115,2,60,1300,46,1300,70,2,58
101,101,27.6,997.7,21.4,0,0.7,119,125,2,58,1300,70,1300,94,2,51
75,75,30.6,996.8,19.6,0,1.1,101,101,2,51,1300,94,1100,124,7,38
36,39,32.1,995.9,19,0,1.3,75,75,7,38,1100,124,700,165,9,21
33,63,32.5,995.7,17.2,0,2,36,39,9,21,700,165,800,204,7,22
51,68,30.6,995.4,19.9,0,2.7,33,63,7,22,800,204,800,213,4,22
70,123,30.2,996.1,19.9,0,2.4,51,68,4,22,800,213,800,174,2,25
68,82,29.5,995.8,18.6,0,3,70,123,2,25,800,174,900,166,2,28
56,74,28.6,996.2,18.7,0,2.2,68,82,2,28,900,166,800,135,2,44
59,81,26.8,996.7,19.4,0,1.5,56,74,2,44,800,135,900,124,2,40
72,83,26.9,997.5,20.3,0,1.4,59,81,2,40,900,124,1100,122,2,33
79,96,25.7,997.6,20.5,0,1.6,72,83,2,33,1100,122,1100,94,2,45
80,88,25.7,997.5,20.7,0,1.6,79,96,2,45,1100,94,1300,87,2,39
88,100,25.1,997.5,20.4,0,1.2,80,88,2,39,1300,87,1600,75,2,41
82,90,24.5,997.5,20.4,0,2.4,88,100,2,41,1600,75,1500,68,2,41
91,99,23.6,997.3,20.7,0,0.6,82,90,2,41,1500,68,1700,32,2,66
97,97,23,996.9,20.5,0,0.7,91,99,2,66,1700,32,1600,31,2,57
91,106,22.4,996.8,20.9,0,0.7,97,97,2,57,1600,31,1400,4,2,85
88,114,22.1,996.8,20.7,0,1,91,106,2,85,1400,4,1500,2,2,86
99,122,22.5,996.9,20.8,0,0.8,88,114,2,86,1500,2,1600,2,2,80
97,107,23.8,997.3,21.1,0,1,99,122,2,80,1600,2,1400,8,2,73
99,104,25.4,997.5,20.4,0,1.2,97,107,2,73,1400,8,1300,26,2,63
107,114,26.9,997.6,20.3,0,1,99,104,2,63,1300,26,1400,42,2,67
124,126,27.4,997.4,20.7,0,1,107,114,2,67,1400,42,1500,83,2,60
139,139,29.4,996.9,21.1,0,1.2,124,126,2,60,1500,83,1500,131,2,56
144,144,30.7,996.8,20.6,0,1.5,139,139,2,56,1500,131,1400,179,2,56
118,118,31.9,996.2,19.9,0,2.1,144,144,2,56,1400,179,1200,225,2,33
82,82,32.7,995.7,19.9,0,1.4,118,118,2,33,1200,225,900,227,2,18
71,71,32.8,995.2,20.7,0,3.3,82,82,2,18,900,227,800,218,2,16
78,90,32.8,994.8,21,0,3.3,71,71,2,16,800,218,900,214,2,17
75,85,32.5,994.8,21.4,0,3,78,90,2,17,900,214,800,191,2,14
77,103,31.7,994.9,21.8,0,2.7,75,85,2,14,800,191,900,185,2,15
110,136,31.1,995.1,22.7,0,1.9,77,103,2,15,900,185,1000,181,2,19
141,171,30.5,995.3,22.9,0,2.3,110,136,2,19,1000,181,1100,162,2,20
135,158,30.2,996.4,22.9,0,1.6,141,171,2,20,1100,162,1100,150,2,23
135,157,29.9,997,22.6,0,2.5,135,158,2,23,1100,150,1100,130,2,28
140,155,29.9,997.1,22.6,0,2.9,135,157,2,28,1100,130,1200,116,2,33
146,162,29.3,996.8,22.5,0,2.5,140,155,2,33,1200,116,1300,120,2,26
152,160,28.9,996.5,22.6,0,1.6,146,162,2,26,1300,120,1400,119,2,22
157,168,27.7,996.7,22.9,0,1.1,152,160,2,22,1400,119,1300,87,5,21
161,174,26.1,996.9,23.2,0,0.5,157,168,5,21,1300,87,1000,50,2,35
150,172,25.4,997,23.1,0,1.4,161,174,2,35,1000,50,900,17,2,62
164,169,24.7,997.6,23.1,0,0.7,150,172,2,62,900,17,1200,27,2,43
171,171,24.6,998.5,23.4,0,0.8,164,169,2,43,1200,27,1300,34,2,39
168,168,26.5,999,23.8,0,1,171,171,2,39,1300,34,1400,43,2,39
177,177,28.4,999.6,23.5,0,0.4,168,168,2,39,1400,43,1400,61,2,38
165,165,29.6,999.9,23.1,0,1.8,177,177,2,38,1400,61,1400,81,2,44
174,185,30.8,1000.1,22.9,0,1.9,165,165,2,44,1400,81,1400,110,2,44
145,145,31.7,1000,22.7,0,1.3,174,185,2,44,1400,110,1300,148,2,30
124,124,32.1,999.8,23.1,0,1.5,145,145,2,30,1300,148,1100,180,2,22
106,106,32.7,999.5,23.4,0,1.2,124,124,2,22,1100,180,1000,201,2,18
92,92,33.6,999,22.1,0,1.6,106,106,2,18,1000,201,1000,223,2,17
98,99,34.2,998.5,20.9,0,1.5,92,92,2,17,1000,223,1000,252,2,20
74,75,34.1,998.2,21.5,0,1.6,98,99,2,20,1000,252,900,267,3,20
103,163,33.5,998.6,22.3,0,1.8,74,75,3,20,900,267,1000,262,2,29
76,89,33.2,998.1,20.7,0,1.8,103,163,2,29,1000,262,1000,208,3,27
75,104,32.4,998.7,21,0,1.9,76,89,3,27,1000,208,1300,175,7,27
76,106,31.9,999.6,20.5,0,1.7,75,104,7,27,1300,175,1000,164,6,26
90,120,29,1000.1,22.2,0,0.1,76,106,6,26,1000,164,1100,148,4,28
91,123,28.2,1000.4,23.1,0,0.8,90,120,4,28,1100,148,1100,132,2,33
102,122,27.9,1000.4,23.1,0,1.2,91,123,2,33,1100,132,1200,125,2,32
109,126,27.7,1000.4,22.6,0,1.4,102,122,2,32,1200,125,1300,104,2,47
112,165,27.4,1000.1,21.4,0,1.2,109,126,2,47,1300,104,1500,58,2,73
99,149,26.8,1000.1,21.8,0,1.4,112,165,2,73,1500,58,1400,41,2,67
98,108,26.8,1000.2,20.2,0,1.6,99,149,2,67,1400,41,1000,78,2,37
54,55,25.7,1000.3,20.3,0,1.3,98,108,2,37,1000,78,700,123,2,19
52,53,24.6,1000.8,20.9,0,1.4,54,55,2,19,700,123,700,105,2,26
31,41,24.3,1001.2,21.2,0,0.8,52,53,2,26,700,105,800,98,2,30
35,39,25.2,1001.4,21.7,0,1.5,31,41,2,30,800,98,800,90,2,40
39,55,26.2,1001.8,21.2,0,1.7,35,39,2,40,800,90,900,76,2,57
49,76,27.9,1001.7,21.9,0,1,39,55,2,57,900,76,1000,65,2,69
48,68,29.4,1001.5,21.9,0,1.1,49,76,2,69,1000,65,1000,92,2,54
61,84,30.3,1001.1,21.9,0,1.5,48,68,2,54,1000,92,1000,119,2,49
69,107,30.8,1000.6,22.4,0,2.2,61,84,2,49,1000,119,1100,146,2,47
89,120,31.7,1000,22.7,0,2.2,69,107,2,47,1100,146,1000,194,2,32
101,126,32.5,999.3,24.3,0,2.5,89,120,2,32,1000,194,1000,218,2,22
105,121,33,998.2,24.5,0,2.4,101,126,2,22,1000,218,1000,187,2,17
99,99,33,997.7,23.3,0,3,105,121,2,17,1000,187,900,159,2,13
87,94,33.3,997.5,23,0,3,99,99,2,13,900,159,900,162,2,13
110,148,32.7,997,24.5,0,2.2,87,94,2,13,900,162,900,161,2,15
120,161,32.3,997.8,25.1,0,2.6,110,148,2,15,900,161,1000,150,2,20
124,152,31.9,997.9,25.7,0,2.5,120,161,2,20,1000,150,1000,143,2,23
47,47,22.9,1000.1,22.2,33.1,2.9,124,152,2,23,1000,143,800,132,2,12
37,37,23.9,1001.5,22.7,2.3,1.2,47,47,2,12,800,132,800,107,2,25
31,31,24.2,1001.3,22.5,2,1.7,37,37,2,25,800,107,700,112,2,16
31,31,23.7,1000.8,22.9,1.6,1.1,31,31,2,16,700,112,700,111,2,16
36,36,23.8,1000.7,23.1,0.6,1.1,31,31,2,16,700,111,800,103,2,19
57,57,23.7,1000,23.2,0.1,1.2,36,36,2,19,800,103,900,63,2,22
68,68,23.4,999.8,23.1,0,1.5,57,57,2,22,900,63,700,47,2,23
66,66,23.3,998.3,22.8,0.2,0.9,68,68,2,23,700,47,500,65,2,22
68,68,23.4,998.9,23.1,0.3,1.1,66,66,2,22,500,65,800,64,2,18
61,61,23.4,999.7,22.6,0,0.5,68,68,2,18,800,64,700,66,2,19
65,65,23.8,999.7,22.9,0,0.3,61,61,2,19,700,66,900,50,2,26
59,59,24.2,999.3,23.2,0.4,0.5,65,65,2,26,900,50,900,49,2,39
61,61,25,999.9,23.8,0,1.5,59,59,2,39,900,49,1100,35,2,65
59,59,24.6,1000.9,23,0,1.3,61,61,2,65,1100,35,1100,39,2,67
39,39,25.6,1000.4,22.9,0,0.7,59,59,2,67,1100,39,1000,73,2,36
40,40,28.2,999.5,22.4,0,0.8,39,39,2,36,1000,73,900,91,2,25
44,44,28.7,998.3,22,0,0.9,40,40,2,25,900,91,900,100,2,37
41,49,29.2,998.3,21.7,0,1.7,44,44,2,37,900,100,900,115,2,33
51,51,30.4,997.7,21.8,0,1.3,41,49,2,33,900,115,900,134,2,28
56,56,30.6,997.1,21.9,0,1.5,51,51,2,28,900,134,900,175,2,26
54,57,30.9,996.6,22,0,1.1,56,56,2,26,900,175,900,205,2,25
64,75,30.6,996.6,22.8,0,1.7,54,57,2,25,900,205,800,226,2,26
80,99,29.7,996.9,22.2,0,1.6,64,75,2,26,800,226,900,200,2,27
66,73,28.9,997.5,22.9,0,1.3,80,99,2,27,900,200,800,140,2,23
74,95,27.2,998.3,23.2,0,0.7,66,73,2,23,800,140,800,129,2,18
92,93,26.3,998.3,24,0,0.7,74,95,2,18,800,129,900,114,2,24
101,117,25.9,999.2,23.9,0,0.8,92,93,2,24,900,114,1000,93,2,34
113,118,26.7,999,23.8,0,1.2,101,117,2,34,1000,93,1100,62,2,49
108,119,26,997.3,23.7,0,0.6,113,118,2,49,1100,62,1200,33,2,59
115,115,26.8,996.5,23.9,0,1.9,108,119,2,59,1200,33,1200,28,2,58
107,107,26.9,996.9,23.4,0,0.9,115,115,2,58,1200,28,1000,45,2,41
84,84,26.4,996.3,23.9,0,3.1,107,107,2,41,1000,45,900,59,2,32
47,47,25.4,996.6,23.1,0,0.9,84,84,2,32,900,59,700,60,2,22
83,86,25.2,997.1,23.3,0,1.1,47,47,2,22,700,60,900,35,2,40
100,102,26,996.4,23.3,0,2.1,83,86,2,40,900,35,1100,17,2,61
105,113,27.2,997.2,23.7,0,1.8,100,102,2,61,1100,17,1100,29,2,60
97,115,28.5,998.1,23.9,0,1,105,113,2,60,1100,29,1100,45,2,54
99,99,29,997.5,23.7,0,1.5,97,115,2,54,1100,45,1000,78,2,47
106,106,30,997.9,24.2,0,1.5,99,99,2,47,1000,78,900,123,2,30
113,113,30.9,997.6,23.8,0,1.5,106,106,2,30,900,123,1000,149,2,29
102,102,31.9,997,24,0,2,113,113,2,29,1000,149,1000,176,2,25
128,130,31.7,997.1,23.8,0,1.4,102,102,2,25,1000,176,1200,187,2,28
130,130,31.4,997.2,23.5,0,1,128,130,2,28,1200,187,1100,196,2,24
129,129,31.6,996.1,23.7,0,1.1,130,130,2,24,1100,196,1100,199,2,25
135,135,31.4,995.6,24.3,0,1.3,129,129,2,25,1100,199,1200,186,2,30
135,135,31.5,995.8,23.9,0,2.1,135,135,2,30,1200,186,1200,166,2,28
135,136,30.9,995.8,24.8,0,0.6,135,135,2,28,1200,166,1200,154,2,35
131,131,30.6,996.3,24.5,0,1.2,135,136,2,35,1200,154,1200,138,2,35
118,124,28.9,996.9,25.3,0,0.8,131,131,2,35,1200,138,1300,106,2,48
131,146,29.5,997.1,25.3,0,0.4,118,124,2,48,1300,106,1400,87,2,48
128,133,28.2,997.9,20.7,0,2,131,146,2,48,1400,87,1300,86,2,36
42,42,24.8,998.4,22.1,6.9,2.7,128,133,2,36,1300,86,800,91,2,13
25,25,24.2,997.4,22.8,0.1,1.4,42,42,2,13,800,91,600,98,2,11
23,23,24.2,996.4,21.9,0,1.5,25,25,2,11,600,98,600,70,26,12
24,24,23.7,997.4,21.8,0,2.2,23,23,26,12,600,70,500,39,6,28
23,23,23.8,998.2,22.2,0,3.2,24,24,6,28,500,39,400,80,4,22
39,45,23.6,998.8,21.9,0,1,23,23,4,22,400,80,600,70,2,20
43,43,23.4,999.3,21.8,0,0.4,39,45,2,20,600,70,600,67,2,19
43,43,24.3,1000.2,22.4,0,1.2,43,43,2,19,600,67,700,55,2,28
37,37,25,1000.4,22.1,0,2.4,43,43,2,28,700,55,700,76,2,24
47,59,25.3,1000.6,21.8,0,3.2,37,37,2,24,700,76,800,65,2,29
74,74,26.3,1001.1,21.5,0,2,47,59,2,29,800,65,1200,57,NA,28
83,83,26.5,1000.7,21.7,0,1.7,74,74,NA,28,1200,57,1600,70,2,NA
93,93,25.5,1001.1,22.8,0.9,1,83,83,2,NA,1600,70,1700,67,2,33
99,99,26.3,1000.1,23,0.1,2.4,93,93,2,33,1700,67,1700,73,2,29
105,105,27.1,1000.4,23.6,0.5,1.9,99,99,2,29,1700,73,1600,86,2,28
101,101,26.5,1000.3,23,0,1.2,105,105,2,28,1600,86,1600,89,2,32
96,96,24.8,1000.1,23.8,5.9,1.7,101,101,2,32,1600,89,1500,94,2,31
88,88,23.1,1000.4,22.3,4.7,3.6,96,96,2,31,1500,94,1500,76,2,48
55,55,21.9,1000.9,20.7,0,3.2,88,88,2,48,1500,76,800,105,2,15
22,22,22,1000.7,20.3,0.1,1.5,55,55,2,15,800,105,600,99,2,21
20,20,22.3,1002,20.6,0,1.1,22,22,2,21,600,99,600,85,2,35
21,21,22.3,1002.2,20.4,0,1.2,20,20,2,35,600,85,600,83,2,25
23,23,23,1002.5,20,0,1.5,21,21,2,25,600,83,500,75,2,25
23,23,22.6,1002.8,20.5,0,0.6,23,23,2,25,500,75,500,70,2,22
21,21,23,1002.5,20,0,1.5,23,23,2,22,500,70,500,70,2,19
17,17,22.8,1002.5,20.7,0,1,21,21,2,19,500,70,400,68,2,18
21,21,22.8,1003,20.9,0,0.8,17,17,2,18,400,68,400,53,2,30
20,20,21.7,1003.8,20.7,7.3,1.1,21,21,2,30,400,53,500,80,2,12
20,20,21.6,1003.6,20.8,5.2,1.5,20,20,2,12,500,80,500,73,2,12
22,22,21.7,1003.7,20.7,0.6,0.9,20,20,2,12,500,73,500,68,2,15
28,28,21.8,1003.9,20.4,0,1.7,22,22,2,15,500,68,500,67,2,16
18,18,22.1,1004.3,20.4,0,1.1,28,28,2,16,500,67,600,66,2,18
17,17,22.4,1004.5,20.7,0.2,1.7,18,18,2,18,600,66,600,61,2,23
16,16,23.7,1004.2,20.8,0,1.6,17,17,2,23,600,61,600,58,2,24
23,23,25.5,1004.1,21,0,2.3,16,16,2,24,600,58,600,80,2,14
18,19,27.5,1004.2,20.3,0,1.1,23,23,2,14,600,80,500,104,2,8
20,20,27.8,1003.8,19.8,0,2.1,18,19,2,8,500,104,500,123,2,5
NA,19,28.2,1003.4,20.2,0,1.9,20,20,2,5,500,123,500,137,2,5
17,17,29.1,1002.8,20,0,1.8,NA,19,2,5,500,137,500,147,2,5
21,21,29.4,1002.6,19.7,0,2.4,17,17,2,5,500,147,500,156,2,5
23,31,29.3,1002.3,19.9,0,1.7,21,21,2,5,500,156,500,159,2,7
28,41,29.2,1002.4,20.1,0,1.8,23,31,2,7,500,159,600,151,2,9
30,57,28.5,1002.2,20.8,0,1.4,28,41,2,9,600,151,700,134,2,26
39,74,28.1,1002.6,20.6,0,1.1,30,57,2,26,700,134,700,120,2,31
45,77,27.5,1003,21.3,0,1.9,39,74,2,31,700,120,900,109,2,33
49,68,26.8,1003.6,20.9,0,1.5,45,77,2,33,900,109,800,103,2,31
41,53,26.9,1003.7,21,0,0.9,49,68,2,31,800,103,800,109,2,22
48,50,25.6,1003.4,22.7,0,0.2,41,53,2,22,800,109,900,105,2,22
53,54,25.2,1003.1,22.3,0,0.3,48,50,2,22,900,105,1000,98,2,26
59,59,24.4,1003.1,22.3,0,0.7,53,54,2,26,1000,98,1000,86,2,28
62,65,24,1003.1,22.4,0,0.9,59,59,2,28,1000,86,1100,57,3,43
68,92,23.7,1003,22.5,0,1,62,65,3,43,1100,57,1200,8,2,95
71,105,24.1,1002.8,22.5,0,0.7,68,92,2,95,1200,8,1100,2,2,114
73,113,24.1,1002.9,22.5,0,0.4,71,105,2,114,1100,2,1300,2,2,96
80,104,24,1003.2,22.4,0,0.9,73,113,2,96,1300,2,1400,2,2,89
80,99,24.9,1003.2,22.8,0,1.5,80,104,2,89,1400,2,1300,16,2,65
87,100,25.6,1003.4,22.7,0,1.3,80,99,2,65,1300,16,1300,29,2,54
83,88,26.3,1003.6,22.6,0,1.3,87,100,2,54,1300,29,1200,52,3,29
89,94,26.6,1003.6,22.2,0,1.6,83,88,3,29,1200,52,1300,65,4,25
90,90,26.9,1003.6,21.6,0,1.3,89,94,4,25,1300,65,1400,81,4,19
84,85,26.7,1003.6,21.7,0,1.6,90,90,4,19,1400,81,1800,93,6,17
85,91,27,1003.1,21.5,0,1.6,84,85,6,17,1800,93,1800,84,5,17
94,94,27,1002.9,21.3,0,1.4,85,91,5,17,1800,84,2100,83,6,21
87,87,26.9,1002.3,21.9,0,1.9,94,94,6,21,2100,83,2100,86,7,17
66,66,26.3,1001.9,20.6,0,1.6,87,87,7,17,2100,86,1700,107,7,11
58,58,26.2,1000.4,21.2,0,1.3,66,66,7,11,1700,107,1600,109,5,12
60,62,25.9,999.8,21.1,0,1.2,58,58,5,12,1600,109,1700,102,4,24
68,95,25.9,1001.4,22.6,0,1.3,60,62,4,24,1700,102,2000,95,3,32
69,86,24.7,1001.5,23.1,0,1.4,68,95,3,32,2000,95,1500,48,3,48
78,103,24.1,1001.6,23.1,0.2,0.7,69,86,3,48,1500,48,1500,36,2,43
87,87,24,1001.9,23.1,0.9,1.7,78,103,2,43,1500,36,1600,31,2,39
84,84,23.5,1000.5,23,11.8,2.8,87,87,2,39,1600,31,1600,24,2,42
62,62,23.8,999.9,22.6,0,1.9,84,84,2,42,1600,24,1400,32,2,39
53,53,23.8,999.9,22.8,0.1,1.2,62,62,2,39,1400,32,1000,56,2,14
67,67,23.8,999.4,23.1,0,0.8,53,53,2,14,1000,56,900,53,2,12
77,77,23.4,999,22.9,0.1,1.3,67,67,2,12,900,53,900,56,2,6
79,79,23,999.2,22.7,0.7,1.3,77,77,2,6,900,56,1000,45,2,13
58,58,23,999.8,22.7,0.4,0.5,79,79,2,13,1000,45,1100,19,2,25
43,43,23,999.6,22.7,0.3,1.3,58,58,2,25,1100,19,1300,18,2,24
49,49,23,999.5,22.7,0.1,1.1,43,43,2,24,1300,18,1200,16,2,23
45,45,23.3,999.1,23,1.1,0.9,49,49,2,23,1200,16,1000,16,2,25
42,42,23.4,999.7,23.1,0.1,1,45,45,2,25,1000,16,1100,12,2,30
57,57,23.9,999.7,23.4,0,1.2,42,42,2,30,1100,12,1100,13,2,31
68,68,24.7,998.9,23.5,0,1.8,57,57,2,31,1100,13,1200,17,2,32
90,90,26.5,998.6,23.6,0,1.1,68,68,2,32,1200,17,1200,40,2,16
99,99,28.2,998,24.2,0,1.1,90,90,2,16,1200,40,1200,81,2,10
87,87,29.2,997.5,23.4,0,1.1,99,99,2,10,1200,81,1100,121,2,6
97,97,30.2,996.7,22.9,0,1.7,87,87,2,6,1100,121,1200,145,2,10
93,95,31.3,995.8,23.4,0,1.8,97,97,2,10,1200,145,1200,177,2,9
97,97,30.6,996,24,0,1.4,93,95,2,9,1200,177,1200,196,2,7
116,116,29.9,996.1,24.3,0,1.7,97,97,2,7,1200,196,1300,180,2,12
102,102,28.9,996.6,24.2,0,1.2,116,116,2,12,1300,180,1300,139,2,7
99,99,28.1,997.5,24.5,0,1.3,102,102,2,7,1300,139,1300,99,2,9
97,97,27.2,998.2,25,0,1.7,99,99,2,9,1300,99,1300,75,2,9
90,90,26.9,999.1,24.7,0,2.3,97,97,2,9,1300,75,1300,66,2,9
80,80,26.6,999.1,24.3,0,1,90,90,2,9,1300,66,1200,53,2,8
84,84,26,999,24.4,0,0.6,80,80,2,8,1200,53,1200,56,2,4
85,85,25.5,998.8,24.5,0,1.2,84,84,2,4,1200,56,1300,40,2,11
93,93,25.2,998.6,24.3,0,0.8,85,85,2,11,1300,40,1300,23,39,18
100,100,25.4,997.9,24.4,0,1,93,93,39,18,1300,23,1200,19,4,21
105,105,25,997.8,24.1,0,0.9,100,100,4,21,1200,19,1200,10,2,38
148,148,25.2,997.9,24.2,0,1.2,105,105,2,38,1200,10,2800,3,2,28
157,157,25.1,998.5,24.2,0,0.8,148,148,2,28,2800,3,3000,3,2,31
157,157,25.8,998.4,24,0,0.9,157,157,2,31,3000,3,3100,6,2,25
164,164,26.1,997.9,24,0,1.6,157,157,2,25,3100,6,3000,14,2,26
137,137,26.7,998.3,24,0,1.5,164,164,2,26,3000,14,2000,41,2,17
101,101,27.3,998.6,23.5,0,1.6,137,137,2,17,2000,41,1100,56,NA,21
95,95,27.6,998.8,22.8,0,1.6,101,101,NA,21,1100,56,1200,70,12,NA
85,85,28.4,998.3,22.6,0,1,95,95,12,NA,1200,70,1100,83,7,NA
86,86,28.9,998.5,22.2,0,3,85,85,7,NA,1100,83,1000,98,5,28
58,58,28.3,998.1,20.1,0,2.4,86,86,5,28,1000,98,800,64,7,37
28,28,28.5,998.2,16.4,0,3.4,58,58,7,37,800,64,700,48,21,27
23,94,26.5,998.7,13.6,0,4,28,28,21,27,700,48,500,61,18,24
20,54,23.6,998.9,17.3,0.1,1.3,23,94,18,24,500,61,500,50,12,39
21,21,24,998.1,15.8,0,3.2,20,54,12,39,500,50,600,41,6,55
19,19,24,996.7,14.4,0,3.2,21,21,6,55,600,41,500,32,4,66
